"V1","V2","V3"
0.150987726636231,0.993556899717078,21.3740974461449
0.463130828225985,0.612011779099703,163.22498891919
0.0312972464598715,0.480450676986948,138.580212231403
0.846602759324014,0.238486170070246,169.560403395012
0.34646397922188,0.459741070866585,154.065759001657
0.0678051796276122,0.0111399749293923,6.00562707590673
0.654954727273434,0.650212598731741,71.2997055409166
0.731167870108038,0.525819765636697,16.0794398250235
0.81512983632274,0.519854846177623,37.7933475899374
0.0520655354484916,0.497328939614818,121.216714113684
0.0703523268457502,0.574653004063293,63.9296282910057
0.690193914808333,0.677005994366482,32.1928333528615
0.103211581241339,0.23264247761108,86.5959901365888
0.239926629932597,0.428010380361229,71.7685224652389
0.511916293064132,0.421361685963348,107.320966813957
0.996856425190344,0.00453034392558038,26.6889977163874
0.288833864731714,0.961675090249628,-0.0375291568776603
0.595486991573125,0.424397619441152,49.3287189462961
0.140188626712188,0.711516559589654,39.4892618714237
0.0372636686079204,0.52651630458422,94.7909357292521
0.159441076219082,0.429046080447733,104.372487724772
0.268702469998971,0.0720464610494673,23.9030031836446
0.220390639733523,0.30356170097366,86.8936865066016
0.681043586228043,0.144630992086604,114.32572715976
0.241621435154229,0.892341802129522,14.4455491740984
0.815222116885707,0.423425588058308,97.4595167226063
0.741960324347019,0.222420466132462,178.400990369598
0.468202714109793,0.381764398887753,98.2112438452087
0.608743287157267,0.387392134172842,38.9782387263608
0.766221042722464,0.74410146730952,-1.88247263296811
0.437702629482374,0.716562873451039,19.1227837655038
0.882302405778319,0.377690703840926,168.329299967484
0.242251977091655,0.0490820310078561,19.2713852247463
0.076956371543929,0.0158926967997104,6.55195719663446
0.155810032738373,0.90141498669982,21.2706615654572
0.22400589287281,0.393998025916517,86.5263221845469
0.406049601268023,0.963304019765928,3.63000159021764
0.965514519717544,0.532161636743695,64.765184017798
0.343304764246568,0.131279385183007,36.2931440023113
0.877216208260506,0.420845468295738,134.609159733685
0.169348089722916,0.143766016699374,17.762383604339
0.328164811478928,0.910631424514577,3.82104653892045
0.686984965577722,0.443262125365436,30.2655444856528
0.242819951148704,0.0246657605748624,17.1818249553828
0.686671367147937,0.378280928591266,59.0656055458523
0.0235015540383756,0.760517849121243,15.9502391512679
0.639583240728825,0.531025825534016,57.424743798065
0.196684496942908,0.487893179291859,56.16614421337
0.378617513459176,0.753065865021199,-2.54858812654305
0.285595288034528,0.32405136199668,85.5052818703697
0.323141870088875,0.788648813264444,23.9758248722492
0.0429467810317874,0.450800542254001,163.949311880205
0.624989742180333,0.635305367875844,110.322158459699
0.679950254270807,0.504644965054467,25.2151383273965
0.70424747467041,0.311051734024659,127.541580632258
0.241802006028593,0.710548437200487,56.9282561344976
0.948819838929921,0.742327874992043,8.85725478930084
0.254273064201698,0.263519207481295,58.8848362960328
0.853316063061357,0.977406433783472,2.20219519705256
0.944313474232331,0.291540639940649,177.936515788501
0.205204130383208,0.876307633938268,20.0266532813432
0.0081047008279711,0.531866125762463,85.6989081821816
0.419034260325134,0.333245940739289,84.1945345630408
0.777100713457912,0.127812947146595,53.1972841043529
0.0719966248143464,0.879684735322371,13.8064468680082
0.799592626979575,0.821408885531127,3.38123830336119
0.682922654319555,0.586559944786131,29.5180280609883
0.118323345202953,0.096938211703673,22.0842270993004
0.29737422382459,0.199514281237498,27.885563130495
0.686026012059301,0.924070598324761,2.52496997342033
0.104143239092082,0.48517822381109,109.893002524634
0.415867147967219,0.452406755648553,188.530998719471
0.422797412145883,0.66997240530327,44.6785924178906
0.942044000606984,0.142811223166063,33.9657138521863
0.772186814807355,0.877115473849699,5.15109707793916
0.871490319492295,0.292742158053443,190.639311437704
0.869974311674014,0.167764648329467,76.6580503903043
0.896769423037767,0.329962468706071,191.321990084621
0.415165683720261,0.567518902011216,191.914517876855
0.459052914520726,0.667885574745014,84.2047424669178
0.57307579391636,0.597478547599167,167.279211630537
0.0919119552709162,0.802863594144583,13.8314558967329
0.82963963970542,0.22379478556104,161.848775316066
0.356140467571095,0.296916929772124,74.8926063655347
0.834712435957044,0.346451570047066,167.748248153134
0.8095573768951,0.768679938744754,1.69544130750688
0.925257754744962,0.337916965130717,191.146830318111
0.74629118386656,0.115523276850581,47.6816356184254
0.157882661791518,0.951853162609041,19.8830236229264
0.928288945229724,0.212833955418319,114.129367358027
0.675355206709355,0.705485740676522,50.5318845786928
0.812355239875615,0.628881558310241,9.81571792475626
0.578391660470515,0.0220086527988315,9.25541622259493
0.312418521614745,0.418756327359006,106.971230459879
0.707134284544736,0.273178527131677,160.959713592788
0.836153204552829,0.387292706407607,138.714366695253
0.0524227833375335,0.0197264743037522,9.26725682900417
0.389368132222444,0.449858169537038,178.450672791251
0.133444361854345,0.977994982153177,20.9870861997555
0.358563553309068,0.0949957019183785,42.3000752916766
0.0381397556047887,0.989022551570088,9.49627069099687
0.875112328212708,0.617457780288532,18.6179058030809
0.78854954871349,0.770426461938769,-0.0815056886818581
0.215689770178869,0.476024688920006,56.5034444866182
0.480954317376018,0.781119698891416,29.7664520009863
0.892905619926751,0.446112604578957,120.588020819148
0.722437268588692,0.0138202435337007,2.82229420618537
0.766619485802948,0.620283363154158,3.66996893014908
0.416466621216387,0.554403468500823,207.517901045982
0.708220732863992,0.164000059245154,130.464269876798
0.713928738376126,0.161296499660239,125.219248646733
0.557932488853112,0.157724162563682,134.641560570585
0.48951419070363,0.12784714740701,103.940250456442
0.866694148629904,0.675133203156292,11.1042020161907
0.39997819904238,0.784926442895085,-3.68313076660157
0.674473526654765,0.314339028205723,103.455631105256
0.0115237173158675,0.365706447977573,182.632941697514
0.0631107862573117,0.515453251078725,102.80482310667
0.55317164119333,0.600414603250101,185.409701635869
0.160762670682743,0.332138882949948,123.760673028976
0.508359439205378,0.993292920291424,12.3674031672521
0.316747311269864,0.519926128676161,134.264941282804
0.365502145374194,0.348669301718473,97.6769559364697
0.462492048041895,0.259319914737716,63.3357960280674
0.411077873082832,0.427235409151763,160.953978497295
0.296101224143058,0.700081012910232,41.1678848277615
0.228161509148777,0.689602707047015,65.3538573603477
0.880335650173947,0.674544026842341,11.6008775896811
0.728629436343908,0.854289753595367,5.42429121600083
0.870238212868571,0.904308329802006,0.336259744650697
0.340290072141215,0.229655415518209,43.4748692761719
0.374433442950249,0.93177455640398,0.244275164857399
0.729463876690716,0.841805404284969,5.61038174507169
0.860998888965696,0.0270095239393413,6.02259330738814
0.87222279375419,0.251917012035847,172.675050916739
0.97907549678348,0.714397354982793,13.700849355466
0.733702595811337,0.852299802005291,5.17228377705304
0.328882263507694,0.63060074322857,67.0881070405669
0.560220463899896,0.00173924257978797,1.60452196429701
0.897780027939007,0.913648432819173,-0.106179727794732
0.567437101854011,0.265965264290571,83.1995944853845
0.859270895365626,0.344916574889794,178.060056074086
0.843228553654626,0.720653414959088,6.14357809807841
0.0579533644486219,0.125569778494537,58.7991980909997
0.0903289634734392,0.566502887289971,68.096392102985
0.301248108968139,0.494151645340025,114.851957522936
0.812388419406489,0.865943410666659,4.47398568373635
0.228745192987844,0.531598361441866,64.8051331867525
0.540653660194948,0.814450916834176,48.8603863465047
0.531958708539605,0.0102177220396698,7.25524972526208
0.854421263560653,0.466751381056383,86.0794052477369
0.731618396705016,0.187200801447034,151.668020641958
0.355878153815866,0.205191456945613,39.0782146487804
0.57168003055267,0.353973305784166,44.3465218497509
0.403911657864228,0.0209927123505622,20.4310728290333
0.342187986476347,0.111308271298185,37.6713621890975
0.424563152017072,0.147751491283998,70.9682650968678
0.383549996186048,0.392452063271776,125.39853950129
0.45345865515992,0.259824036620557,62.4320145037872
0.794881250010803,0.229451763210818,176.386136753323
0.261464073089883,0.660098436987028,69.0035339506279
0.486645808909088,0.831511208321899,9.26632690357489
0.406045895069838,0.675070219673216,28.4878695497244
0.25705503160134,0.0898818979039788,21.3852940321517
0.222325872629881,0.351196141913533,97.3277326415676
0.637408987153322,0.206111912615597,155.4325057965
0.55724143749103,0.608523294795305,182.250446158266
0.554166057845578,0.557491968618706,177.721985739537
0.343138566473499,0.453394670039415,147.409585462799
0.49015973159112,0.296529747312889,59.2675134624988
0.941902278689668,0.191090143751353,84.2443531241753
0.121342534199357,0.627869857940823,60.6523913830871
0.891972377197817,0.997813336551189,5.76399437672987
0.76496692863293,0.277736697345972,183.229742727382
0.881734231952578,0.305165065918118,191.752962317328
0.000355727504938841,0.873107458464801,3.87379189252758
0.472997675882652,0.585158478934318,202.244520074537
0.662837737007067,0.534923552069813,37.8892146485149
0.272494793869555,0.238079802598804,43.1606126017396
0.578418605960906,0.504655556986108,114.849085408069
0.933978206478059,0.736726332688704,8.13634833937182
0.215146122733131,0.681761396816,68.2782739767689
0.647606077603996,0.52795728109777,48.8495763266851
0.653341242577881,0.556071845581755,50.9536547196156
0.517167039448395,0.457376616541296,141.213033713653
0.697004649788141,0.778685822850093,22.6307753441104
0.0787616444285959,0.501531330635771,110.110989200447
0.827976731816307,0.749816473340616,3.53994082659469
0.508367692353204,0.664422282250598,146.297751495942
0.206493359990418,0.769454414723441,37.004822120648
0.810980012640357,0.198697984917089,140.645756485665
0.444009229773656,0.916456754785031,-3.52521884448046
0.487535072723404,0.251930668251589,69.0380574526428
0.772908080369234,0.827120444038883,3.15320616619591
0.590769055765122,0.190713003277779,143.180873582859
0.596536550205201,0.184665873879567,145.767634662751
0.573194001335651,0.217637385474518,123.274782140644
0.752982214326039,0.944837309187278,5.89955119780742
0.985388274537399,0.455409280722961,124.183004091761
0.504683220293373,0.690344682196155,120.568410478001
0.555896384408697,0.981039894046262,6.5464276316944
0.568578636273742,0.991478078998625,9.43980759102631
0.608032543445006,0.638649312080815,134.184011855226
0.336873432388529,0.103702030843124,36.5527349152819
0.566301353741437,0.156012821011245,136.047337359548
0.910024502780288,0.586436299607158,29.1450073156298
0.350874579977244,0.502647282555699,174.001878063512
0.445123496465385,0.295988474972546,65.4989555572003
0.919723219471052,0.398248296463862,166.6879914202
0.858768821228296,0.250807247823104,175.412465222376
0.260510312393308,0.917903510387987,6.9631137392562
0.683025292819366,0.066555303055793,16.8155623825026
0.158033472020179,0.331936640199274,125.221186049506
0.601370788179338,0.176601847400889,146.620607954432
0.669006176525727,0.352328419219702,68.0429089901151
0.421881726477295,0.963068014709279,4.20054210745312
0.839019146049395,0.623620772734284,14.5152327978612
0.556929851183668,0.246059034019709,94.3357896277831
0.630094110500067,0.196936700725928,154.035739618716
0.997910858830437,0.202799401944503,81.9709115270238
0.817211128305644,0.958759085973725,2.86561094415789
0.803643584717065,0.344716125633568,154.867510652797
0.102120166644454,0.522224869346246,86.1251474920961
0.116677360143512,0.27037158748135,106.005974379637
0.274975795764476,0.986448252340779,2.99816110393915
0.131778611568734,0.82645641383715,18.4649026948581
0.61491168756038,0.0320064956322312,9.52528246015216
0.71170737198554,0.910616080509499,4.0798173576753
0.48723499965854,0.299922205042094,59.497895650232
0.7623253071215,0.00446079624816775,10.7448431176106
0.676975079812109,0.52469750167802,27.5886047852122
0.845608952455223,0.914806846063584,1.13176320267762
0.776945025427267,0.382554193027318,107.382276691746
0.484274407848716,0.447519222972915,158.421298550246
0.941164941061288,0.718821921385825,9.42166548008132
0.936829840065911,0.601051307050511,26.7661947375352
0.224615573883057,0.327714546117932,94.3877657881137
0.513935679104179,0.342077700886875,57.0413703176541
0.744740489404649,0.933680982096121,5.61546356589144
0.404065479058772,0.113803890999407,60.4930016975141
0.996785066556185,0.76092018885538,15.429893782863
0.437674379907548,0.788650140166283,0.214172918268034
0.277721447171643,0.280916020274162,67.8911023244603
0.075597943039611,0.218269506003708,96.194681353989
0.880314387381077,0.582313793711364,27.5701086627333
0.887219191761687,0.233760398346931,152.084041284501
0.321000726427883,0.0896077612414956,33.0758659046326
0.82831344474107,0.213725300738588,151.889572414057
0.301634458824992,0.979530439013615,0.579703078002943
0.449820373207331,0.989601111738011,11.4852737048273
0.927459380123764,0.814959008479491,5.21367717154608
0.76518010860309,0.889331754297018,5.3071036926864
0.273147566942498,0.702046143356711,51.2691682010151
0.392746877623722,0.0737145612947643,46.681563461304
0.864952514413744,0.118351700017229,21.3728072428526
0.469727389514446,0.048352541634813,41.7949241711064
0.784991498338059,0.23010389204137,178.751825985937
0.610264391638339,0.477626092499122,62.8091616967884
0.358541185269132,0.854899646248668,9.53297551583815
0.848674899432808,0.886355605442077,2.20072264623617
0.020799177698791,0.974263964686543,5.89007826330987
0.744536887388676,0.256091715302318,183.959633511971
0.588794742478058,0.185216113459319,143.528082695625
0.0970286859665066,0.185093922540545,64.019988114069
0.520505712134764,0.176597643643618,119.235918799727
0.990732495673001,0.490888161119074,95.9127531795189
0.844094384228811,0.525050573749468,44.3397224123501
0.582466730149463,0.34623562800698,44.8257709599777
0.950768544338644,0.715482310624793,10.2863835611532
0.100008650217205,0.454080063151196,136.994332693643
0.927165198139846,0.996427243342623,8.70388145817012
0.402909808326513,0.872339630266652,-1.02500656554482
0.270137413637713,0.0041791913099587,16.2794435664036
0.749432310229167,0.91608653916046,5.39757895985061
0.0035035633482039,0.232733720215037,142.398718370176
0.639935680897906,0.911045512184501,0.00336293272059862
0.999447559006512,0.172671977663413,54.9836215879319
0.035256024915725,0.539856033865362,83.2421691567747
0.795210235984996,0.939196138409898,4.12537125307718
0.278577797813341,0.782135234912857,37.2060836894138
0.612848729128018,0.866018660599366,15.137519491041
0.503858085023239,0.464568665949628,161.998565988849
0.850248780567199,0.306135147809982,189.537292655728
0.348230655072257,0.948847837513313,-0.248726124113169
0.53499415400438,0.763639896176755,94.1330797759508
0.110131395980716,0.516407015966251,85.9727101708877
0.781496220268309,0.123240270884708,45.7000216235131
0.0884157961700112,0.78337982762605,14.1882390611624
0.214212276274338,0.450131889432669,63.7471602586207
0.168879278237,0.807623633882031,23.4108762462212
0.654494212474674,0.530912285670638,43.6705165944398
0.45066484529525,0.775772261200473,8.62972034443404
0.438586349133402,0.132565348176286,79.3053903403565
0.193130612373352,0.120133173419163,13.5911678033402
0.281235815491527,0.42223358573392,87.5931416947827
0.349274554057047,0.68263934715651,20.7822588590484
0.490550357382745,0.249086826108396,70.7964881999586
0.139794517075643,0.348737959982827,141.483770694593
0.0955374108161777,0.131787243066356,42.0883092528837
0.111278465483338,0.653437711065635,51.7470345133518
0.791967957513407,0.143152598757297,69.410586577447
0.557737190043554,0.514515483053401,148.751771650503
0.325696639949456,0.00158520904369652,15.4290562889361
0.480187405832112,0.687689713900909,90.9510438462359
0.338031330378726,0.163659755839035,31.78825739921
0.680036475649104,0.292207776103169,127.779529886473
0.67228099075146,0.372331734281033,56.1801186614166
0.180896145058796,0.334083395078778,113.515957751976
0.0934355228673667,0.985065461369231,17.8825367223347
0.377083204686642,0.137886231997982,48.0949608825092
0.926698919618502,0.563921429216862,40.6612507612016
0.889297965914011,0.455485856626183,111.087704388958
0.310130962636322,0.236327774589881,43.7730037020519
0.443019553786144,0.874837906798348,-5.42333052452853
0.477046723710373,0.701407252112404,74.8614372656251
0.49399804440327,0.87440862483345,-2.73068783042957
0.345879847649485,0.73125829687342,9.74764803280873
0.104432113701478,0.509521435247734,92.7002155850295
0.898848247947171,0.448212308809161,121.087451131233
0.582051627105102,0.603851014515385,158.593245119093
0.10605847206898,0.441960746189579,141.349347714362
0.416101958137006,0.875526987016201,-3.01062061836551
0.700805274071172,0.897177703678608,3.89774469448689
0.538614104036242,0.329735114471987,50.2099852770229
0.858363737119362,0.902579567395151,0.910629054489917
0.8276638451498,0.358882380882278,155.867904596723
0.400940374471247,0.993511669104919,9.30975271784628
0.87551385560073,0.147554628783837,49.61919647656
0.406923770206049,0.105984076159075,60.6122965799354
0.737205779179931,0.270713174482808,177.019251940353
0.680481799645349,0.634373016422614,37.4732221360904
0.809657697333023,0.885999490041286,4.29682684466842
0.477618650533259,0.528338441625237,229.769251798361
0.541738654021174,0.971465600654483,4.15778368590434
0.0966367027722299,0.729902937076986,23.9709614476356
0.398046455346048,0.761216526385397,-5.31607059167391
0.643142046639696,0.924401570810005,-0.619585515875755
0.20471098436974,0.434123404324055,73.2965708334995
0.693691140972078,0.909821308916435,3.11307280985812
0.481988780433312,0.808343286858872,17.1700605872775
0.302528938045725,0.341698630712926,90.1247393788224
0.195872450014576,0.00794715341180563,10.6934304331192
0.56417346582748,0.281428841175511,70.8965079351638
0.932102827588096,0.300283178919926,185.229138707645
0.7579385638237,0.225602058926597,179.431255302701
0.445437974529341,0.876961754169315,-5.5440484413943
0.825296698138118,0.346698676701635,163.491724637624
0.0658673546276987,0.29397976375185,147.85204362026
0.557949321810156,0.719873110298067,144.563422952427
0.67934100725688,0.663491376908496,42.527895575076
0.784019791753963,0.0675553826149553,-1.06651584736936
0.241632736520842,0.397428526543081,82.5830568433444
0.39797799102962,0.432661437895149,164.781480653267
0.209599694935605,0.0343017156701535,14.0673857929122
0.436280779540539,0.213833571411669,64.2094374539084
0.073196028592065,0.455643303925171,151.858007032327
0.827503997599706,0.034122932003811,1.35281488278024
0.274270134279504,0.1479849035386,19.0932737711461
0.596236011246219,0.729376891162246,133.690291085333
0.912906344747171,0.895134748425335,1.07185654747831
0.774262767517939,0.0666981153190136,-0.573052342672455
0.995879258029163,0.59515970130451,36.3420761438932
0.220048957504332,0.929821763420478,11.1384864875305
0.937532409792766,0.727107184007764,8.77421155689023
0.042126796208322,0.0466145104728639,20.9497875028809
0.468606114387512,0.778330247849226,20.6449888595577
0.296204745769501,0.49944260600023,109.986263280477
0.223280381876975,0.0980777519289404,15.9994292741558
0.743982396321371,0.381471157073975,88.3775346095368
0.697879454120994,0.932678788434714,3.61955278633189
0.862468402599916,0.427051431732252,122.000677797992
0.272076963214204,0.0265966774895787,20.2440094697301
0.747657591709867,0.961404139408842,6.70622311919004
0.453403263352811,0.582249127328396,196.440915804423
0.0756325400434434,0.779480983968824,13.7488687949469
0.478174967458472,0.0762212709523737,67.5999509578024
0.805800313595682,0.311233739368618,178.55004414859
0.34056539228186,0.679379450622946,25.9053724102806
0.100931993918493,0.879301699576899,18.2825993764392
0.870227351319045,0.887830970808864,1.13203648131892
0.903998719761148,0.268860329408199,176.131472673326
0.525060130981728,0.625393229071051,185.427197810985
0.908616815926507,0.152180777164176,47.5970710104179
0.0852285174187273,0.69435562309809,32.646951012143
0.0831870944239199,0.660487504908815,42.0030318712013
0.122114994795993,0.899552010232583,20.9204778546301
0.540357588557526,0.136433733394369,123.520160552997
0.246280684834346,0.682118586264551,65.5780835974537
0.715559291886166,0.945313895586878,5.29513779407954
0.603558889357373,0.190954848658293,147.110715089397
0.969098922098055,0.649139973334968,19.0081410688483
0.669271980877966,0.129076020093635,97.9634220924035
0.982542220968753,0.949446115875617,12.5430508669483
0.228803869802505,0.291783530032262,78.9296127767483
0.353629748336971,0.857871699379757,10.3611101771852
0.61985360388644,0.151534146629274,135.946886050727
0.161195851862431,0.851762056583539,21.6045562532639
0.998930889880285,0.277225660393015,144.814265309543
0.907307487679645,0.61284555029124,21.2863029837219
0.832418509293348,0.840447697555646,4.23168266676661
0.946792368777096,0.93237481196411,4.67342832212873
0.0511068608611822,0.932045504217967,9.29017981455968
0.0127202367875725,0.342068038647994,177.421852695607
0.529931290773675,0.86040819901973,9.72636418351981
0.788365885149688,0.715790124610066,-1.05563831575853
0.725412484025583,0.137343746609986,86.8858499301625
0.397234133910388,0.169759580865502,53.5191039482855
0.749298490118235,0.359309518011287,111.335908237526
0.425717114238068,0.0213323039934039,20.3291142288367
0.519463756587356,0.0108121749944985,8.60394198311133
0.74205700494349,0.565841565141454,9.85846384929278
0.0219723002519459,0.589318214450032,49.4772755222019
0.347714063012972,0.681201293831691,22.1443761487452
0.822566265705973,0.311632670229301,182.849417614872
0.860352128976956,0.447132685221732,104.543326238615
0.260824880097061,0.320805709110573,85.9504718807486
0.860020163236186,0.747659145388752,6.11046207858266
0.847455133218318,0.122461652150378,28.1090243044508
0.262648056261241,0.713138654828072,51.9440338834551
0.419307186733931,0.364660540129989,102.477821129083
0.0349715678021312,0.400355661986396,187.683438323223
0.106514088343829,0.779473628150299,16.0280580550728
0.63374239881523,0.549160590860993,70.283359923966
0.447860499611124,0.360922303749248,91.4409687965544
0.276669244281948,0.551795196719468,94.5912056004474
0.557391041656956,0.247136882971972,93.6943331110356
0.636844622436911,0.208027272950858,154.938090826188
0.639702642103657,0.0354841856751591,7.13480952818561
0.371438818750903,0.911953257862478,1.13052649295095
0.975872752489522,0.548735408810899,55.2297672733853
0.706657118862495,0.284920961596072,152.078757423579
0.813110341085121,0.777013242943212,2.25642753953251
0.855785376625136,0.337124119279906,180.662124115915
0.23662059661001,0.669603385031223,71.3729489938775
0.794732026290148,0.132387908641249,53.473383697739
0.737380726961419,0.316263263113797,144.255333673241
0.942406561458483,0.930731310276315,3.94414954457952
0.244124617194757,0.597499795490876,83.2377086167317
0.990164510672912,0.251516957534477,129.785087084331
0.952257560566068,0.216261175228283,109.800319603955
0.683798656566069,0.0211433058138937,0.138871615546108
0.186570499790832,0.0362659224774688,11.5953302251498
0.297769898083061,0.521401661913842,113.432511319112
0.179389973171055,0.184773323824629,25.2716936492413
0.245274311164394,0.645540633471683,77.0630333073614
0.543927010148764,0.705130755668506,147.554861025257
0.641239942982793,0.161285079549998,141.380132207573
0.69093724200502,0.410519460914657,42.7049280210677
0.37261469848454,0.680968890199438,16.6580545026948
0.696913870517164,0.418284505140036,41.030987497486
0.0392402093857527,0.0968848594930023,50.0329882017283
0.141321039060131,0.162448198767379,30.4972666114831
0.976901816669852,0.98354539880529,14.8581008771412
0.322789024095982,0.0742775967810303,32.7096287769108
0.942783624632284,0.90874266368337,3.75905228143953
0.497483714018017,0.496225204551592,200.103267095635
0.879464024677873,0.983174235792831,2.86929144950876
0.386272065574303,0.66173779219389,35.2192211898602
0.456277902470902,0.774633354041725,12.6358235570474
0.895421183900908,0.436185380909592,130.038439837787
0.830896620871499,0.0802663841750473,0.522777590281017
0.56015138165094,0.854008354246616,20.703957830975
0.829486089991406,0.160567666869611,80.744676599011
0.261805954389274,0.989371373783797,4.8546856284062
0.380934430286288,0.0156644135713577,18.2272539752109
0.660052972845733,0.400432471185923,38.8332444863068
0.400140355341136,0.324995534028858,83.7998628746427
0.0682860044762492,0.475638174684718,136.944725920402
0.899152992991731,0.878814696567133,1.29154407625262
0.323266997700557,0.349554579937831,94.1933929902235
0.334376549581066,0.383924388326705,107.257828262218
0.303968243068084,0.115858460543677,27.7233388625289
0.483830315992236,0.223071759333834,80.0234136530874
0.462197807850316,0.756917565828189,23.6822294990744
0.134256348013878,0.771973142400384,20.7497451328151
0.300187204964459,0.192107715876773,26.3746708868009
0.189106218283996,0.307164324447513,98.8389799994787
0.475072709377855,0.522974005900323,229.73820655574
0.625561200780794,0.802288277074695,61.1815165444445
0.0193698054645211,0.892661570338532,4.54685503597342
0.390072595793754,0.330641008680686,87.8059400997763
0.857258692849427,0.150357188424096,57.8991301510923
0.636011825641617,0.206583461957052,154.900405568791
0.678992556873709,0.262360296910629,151.315165982072
0.828434319468215,0.156766449799761,75.7639490011717
0.395587690873072,0.853121497668326,0.668713698471372
0.665932385250926,0.597957937512547,47.0333604654982
0.87428009766154,0.58278157771565,26.7611730951616
0.906520531512797,0.818928909488022,4.26629717479214
0.0683232666924596,0.597749333130196,54.9955988733608
0.608218980953097,0.0541730625554919,28.2006340975563
0.153029856970534,0.774089108919725,24.0607500645748
0.816030690446496,0.0751331921201199,-0.560617594647987
0.0589033903088421,0.217088615056127,106.835873874907
0.515438640024513,0.867405296536162,3.11563743133379
0.256074362434447,0.852080236887559,24.2048946179859
0.952383574331179,0.767201856477186,8.43161981914619
0.803197683067992,0.000397000694647431,16.705893460608
0.672680039424449,0.690497471252456,53.2274076389122
0.783582129981369,0.67931426782161,-0.0310439330521248
0.314791379030794,0.179696068866178,26.7702885157876
0.696408508112654,0.865560900652781,6.88722772511975
0.491582005750388,0.699015524005517,96.4691719115059
0.736334910150617,0.335569270187989,125.588460485858
0.442698084749281,0.752122533274814,9.30915622966494
0.95044881105423,0.155993529828265,45.0290674643884
0.298249981831759,0.817007436649874,29.276320657472
0.737610298907384,0.503240958787501,21.6555105335503
0.667943407781422,0.405116410227492,38.7891397879886
0.975304582156241,0.0374084373470396,13.5419882490512
0.825937283923849,0.324363785097376,177.612477296496
0.70857023820281,0.0383434579707682,-0.760130742660657
0.567888550926,0.802633136510849,71.0038461145475
0.683919932926074,0.49439643858932,24.0341329275473
0.2385689613875,0.735972788184881,49.5317029039031
0.645294836023822,0.507372880820185,45.0067244408818
0.557879204163328,0.348711222643033,46.4651843236337
0.503802205901593,0.825656283413991,20.3780102838305
0.826536261942238,0.581117980182171,20.3810800636001
0.318494909442961,0.674535361118615,38.4923554150596
0.522024211939424,0.913837319007143,-5.22045316745449
0.630860014352947,0.912723752902821,-0.658157152694756
0.464714400237426,0.280608113389462,61.8885730101397
0.498322196770459,0.482132161967456,186.092384537058
0.0350914052687585,0.418102509342134,182.92087753146
0.673959465464577,0.0503337243571877,8.1388759284282
0.216419521486387,0.302165203727782,87.2429327146214
0.21593800210394,0.174454429652542,17.3837691896005
0.333789700176567,0.163531777681783,30.6341664282691
0.391412144061178,0.881494403351098,0.62858653140777
0.462426044279709,0.183104257564992,85.5872170765006
0.466614740435034,0.038738169008866,33.3252644666989
0.310544242849573,0.947065288899466,-0.550478039876538
0.150524124968797,0.886535622179508,21.5720301199492
0.274680639617145,0.907208885531873,7.96779880328985
0.345951380906627,0.482018578564748,163.811523671949
0.324102175189182,0.929061614209786,0.937890776281918
0.712638820055872,0.790292963618413,12.5549186117485
0.934548349119723,0.0699295834638178,2.33471327468384
0.942042872775346,0.471797386184335,111.077933779998
0.243815275840461,0.37604028522037,88.6265113364097
0.112374156946316,0.184424579609185,53.9274868760851
0.530651811743155,0.00628023222088814,5.22187406971885
0.288220213027671,0.489634890807793,99.8525331488395
0.806268763029948,0.889942600158975,4.36701973240685
0.786208796314895,0.441048337612301,68.0530981835217
0.376735806465149,0.0220421205740422,21.3188213455945
0.468181689735502,0.744207466719672,35.599737675157
0.208042245358229,0.968746476108208,12.2987130874805
0.393350430764258,0.292542611015961,70.8157961369679
0.235283951740712,0.526251401053742,65.9890881464748
0.379343657987192,0.0902164564467967,47.7453407968069
0.524290010333061,0.42809968884103,103.897974036996
0.871012399671599,0.508344213943928,62.5274008569966
0.459733707364649,0.10808372637257,83.8095604568165
0.30853181402199,0.203973666997626,30.5528231491166
0.960642154328525,0.519029469229281,73.7245786724446
0.471152260899544,0.972159711178392,6.8187052202121
0.427569130435586,0.422333984170109,154.484584348577
0.0597650138661265,0.701761543517932,27.1605106592487
0.657089309534058,0.213794551091269,161.01638353367
0.552854556357488,0.693647319450974,158.381016885365
0.108428460080177,0.0948990809265524,24.2776973454633
0.133939566789195,0.995251401793212,21.7225380003332
0.436677048215643,0.235870111500844,61.4047151572008
0.631464540492743,0.539730076910928,69.3393007781097
0.140120051568374,0.818816696759313,19.1492277684598
0.706617005867884,0.737434962298721,19.1993596385036
0.612155243987218,0.359300124226138,43.8284126678872
0.0606105441693217,0.550220103701577,76.6508664930267
0.0953938190359622,0.751704200170934,18.748011594443
0.0994575540535152,0.394468421116471,169.149373472593
0.438272505998611,0.41042057541199,138.633066861218
0.442973837489262,0.325062460033223,74.5666845081859
0.0670833431649953,0.313715653959662,159.609163685101
0.407762491609901,0.990672985790297,9.25264894545759
0.970380138373002,0.915725194150582,8.59598408330165
0.285170179791749,0.382874984294176,90.8437555278739
0.174199138535187,0.898738202406093,20.190849471578
0.145659404108301,0.74476431380026,29.1536098840206
0.441977208014578,0.526500317733735,233.907223906396
0.331191092729568,0.784631024347618,20.5174887536526
0.722767689498141,0.444432766642421,37.6596674392093
0.675924112321809,0.709565880242735,49.864569180287
0.770175206009299,0.690346257062629,-1.84960542503681
